Position,Artist Name,Song Name,Days,Total Streams
2409,Kid Cudi,Day 'N' Nite (Nightmare),61,13893681
2410,Charlie Puth,Done for Me,56,13886260
2411,Møme,Aloha,101,13880878
2412,Eminem,Normal,28,13869033
2413,Anuel AA,Hasta Que Dios Diga,45,13851610
2414,Taylor Swift,All Too Well (Taylor's Version),21,13844058
2415,Sabrina Carpenter,Why,67,13836330
2416,Belly,Might Not,108,13796449
2417,Arcángel,La Jumpa,27,13778260
2418,Kehlani,Gangsta,73,13765705
2419,DaBaby,PICK UP,44,13759452
2420,Taylor Swift,epiphany,26,13738125
2421,Lil Skies,No Rest,53,13732592
2422,J. Cole,l e t . g o . m y . h a n d,21,13724909
2423,DJ Khaled,Top Off,45,13717753
2424,Polo G,Distraction,43,13716417
2425,JVKE,this is what falling in love feels like,58,13696202
2426,siouxxie sixxsta,masquerade,53,13691754
2427,Doja Cat,Candy,46,13689297
2428,Taylor Swift,Miss Americana & The Heartbreak Prince,28,13685500
2429,Taylor Swift,peace,26,13677337
2430,Post Malone,I'm Gonna Be,39,13674342
2431,Kendrick Lamar,The Heart Part 4,30,13661289
2432,Tim McGraw,Humble And Kind,112,13655428
2433,Lil Uzi Vert,444+222,43,13644506
2434,Gucci Mane,Back On Road,75,13632326
2435,Parker McCollum,Pretty Heart,59,13624667
2436,Kendrick Lamar,Savior,21,13624131
2437,Sam Smith,Money On My Mind,159,13621005
2438,Lil Baby,Out The Mud,42,13601821
2439,Drake,Race My Mind,22,13599000
2440,Gucci Mane,Tone it Down,72,13594677
2441,Liam Payne,Familiar,52,13591467
2442,P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",89,13578152
2443,City Girls,Twerk,53,13571282
2444,Drake,Treacherous Twins,20,13565098
2445,Demi Lovato,I Love Me,35,13558675
2446,J. Cole,4 Your Eyez Only,38,13552561
2447,One Direction,History,89,13552345
2448,Galantis,Heartbreak Anthem,60,13529773
2449,Joji,Run,32,13528538
2450,Shawn Mendes,When You're Gone,36,13466685
2451,Luke Bryan,Knockin' Boots,59,13458141
2452,Logic,Midnight,35,13440288
2453,Tyler Childers,Feathered Indians,53,13416178
2454,Maroon 5,Nobody's Love,42,13415953
2455,FLETCHER,Undrunk,44,13403304
2456,Billie Eilish,Bored,52,13383835
2457,Ray Parker Jr.,Ghostbusters,30,13381261
2458,A$AP Rocky,Babushka Boi,37,13380316
2459,Ed Sheeran,What Do I Know?,35,13367658
2460,A$AP Mob,RAF,69,13362506
2461,Lil Uzi Vert,Yessirskiii,35,13327286
2462,Post Malone,Jonestown (Interlude),28,13325158
2463,Ozuna,Se Preparó,69,13312784
2464,Future,Patek,48,13307573
2465,The Weeknd,Attention,53,13290074
2466,Brent Faiyaz,Gravity,49,13289954
2467,Rod Wave,Tombstone,38,13281240
2468,Huncho Jack,Dubai Shit,41,13276729
2469,PinkPantheress,Just for me,50,13262025
2470,DJ Khaled,Just Us,35,13255709
2471,Lauv,There's No Way,49,13210222
2472,SZA,Power is Power,34,13198889
2473,Kanye West,Wouldn't Leave,21,13196382
2474,Alesso,REMEDY,43,13194535
2475,Nick Jonas,Levels,89,13190448
2476,Drake,Forever,184,13186754
2477,Luke Bryan,One Margarita,55,13184427
2478,XXXTENTACION,I don’t even speak spanish lol,39,13164180
2479,Post Malone,Internet,28,13139202
2480,Chance the Rapper,I Might Need Security,32,13106160
2481,Kanye West,Selah,19,13100422
2482,Drake,Middle of the Ocean,19,13077181
2483,Metro Boomin,On Time,23,13067947
2484,Lil Uzi Vert,I'm Sorry,21,13057882
2485,Jason Aldean,Burnin' It Down,86,13053725
2486,Gera MX,Botella Tras Botella,49,13035673
2487,Nicki Minaj,Bed Of Lies,109,13009051
2488,R. Kelly,Ignition  Remix,117,12986253
2489,Kodak Black,There He Go,76,12980165
2490,"Bobby ""Boris"" Pickett & The Crypt",Kickers  Monster Mash,26,12978123
2491,Trippie Redd,Who Needs Love,35,12974726
2492,Lil Pump,Designer,48,12965097
2493,Adele,Can I Get It,22,12960295
2494,SZA,Gone Girl,19,12943893
2495,Ty Dolla $ign,Pineapple,43,12941693
2496,Chance the Rapper,Same Drugs,61,12923262
2497,ZAYN,Let Me,38,12919067
2498,J. Cole,FRIENDS,21,12915498
2499,Zac Brown Band,Homegrown,133,12890279
2500,ScHoolboy Q,CHopstix,33,12879453
2501,NF,Lie,45,12872218
2502,SHAED,Trampoline,44,12867071
2503,Kanye West,FML,61,12854136
2504,Lil Wayne,Nothing but Trouble  Instagram Models,132,12843024
2505,YUNGBLUD,11 Minutes,35,12809483
2506,Juice WRLD,Maze,32,12792606
2507,Lauren Daigle,You Say,54,12786610
2508,Adele,My Little Love,22,12785168
2509,Trippie Redd,Bust Down,66,12777947
2510,SZA,Notice Me,19,12760652
2511,Sam Smith,Diamonds,48,12757247
2512,Nicki Minaj,Do We Have A Problem?,30,12748587
2513,Martin Garrix,So Far Away,55,12742819
2514,Chris Young,Think of You,103,12742094
2515,Drake,Falling Back,16,12737515
2516,Pop Smoke,Make It Rain,38,12728195
2517,Ivan Cornejo,J.,50,12726687
2518,Travis Scott,ASTROTHUNDER,28,12721909
2519,A Boogie Wit da Hoodie,Undefeated,52,12695431
2520,David Guetta,Don't Leave Me Alone,48,12686598
2521,SZA,F2F,19,12681004
2522,Dreezy,Body,96,12673888
2523,Lil Uzi Vert,Dark Queen,55,12657609
2524,Drake,Nothings Into Somethings,27,12650115
2525,Lady Gaga,Million Reasons,64,12648936
2526,Ariana Grande,everytime,27,12648918
2527,J. Cole,The Climb Back,32,12648864
2528,Drake,You Only Live Twice,21,12631074
2529,DJ Khaled,To the Max,34,12618601
2530,Gryffin,Tie Me Down,41,12615453
2531,Lil Skies,Havin My Way,56,12612738
2532,Drake,Change Locations,90,12607167
2533,Migos,Call Casting,51,12593299
2534,Kanye West,I Wonder,49,12585475
2535,Hugh Jackman,The Other Side,50,12579182
2536,K CAMP,Comfortable,118,12566523
2537,Gucci Mane,Both,57,12564694
2538,Lauren Spencer Smith,Flowers,36,12553344
2539,DRAM,Cash Machine,85,12545543
2540,Taylor Swift,long story short,25,12545334
2541,Kanye West,Everything We Need,19,12536475
2542,SZA,Open Arms,19,12523974
2543,Taylor Swift,Cornelia Street,26,12523821
2544,DJ Snake,Turn Down for What,160,12523803
2545,Kendrick Lamar,We Cry Together,16,12496748
2546,Moon Taxi,Two High,64,12486957
2547,The Weeknd,Gasoline,24,12486527
2548,Travis Scott,SKELETONS,27,12479382
2549,carolesdaughter,Violent,50,12475197
2550,Polo G,Epidemic,44,12442778
2551,The Kid LAROI,ALWAYS DO,41,12437345
2552,Kina,Get You The Moon,55,12418217
2553,Drake,Faithful,64,12401179
2554,Taylor Swift,You All Over Me,28,12367853
2555,Twenty One Pilots,Shy Away,40,12366514
2556,Drake,Glow,26,12363424
2557,Shordie Shordie,Bitchuary,53,12363017
2558,Taylor Swift,London Boy,26,12360902
2559,Chris Young,Losing Sleep,63,12296390
2560,Luke Combs,Even Though I'm Leaving,45,12294248
2561,Kendrick Lamar,Worldwide Steppers,15,12283698
2562,Machine Gun Kelly,RAP DEVIL,35,12257806
2563,G,Eazy  Drifting,85,12256463
2564,Iggy Azalea,Team,55,12250469
2565,Lil Eazzyy,Onna Come Up,52,12244412
2566,Matt Maltese,As the World Caves In,48,12239415
2567,Michael Bublé,White Christmas (duet with Shania Twain),77,12237338
2568,Doja Cat,I Don't Do Drugs,35,12234252
2569,Kiiara,Whippin,44,12224125
2570,Myke Towers,Bandido,50,12218208
2571,Chris Young,Famous Friends,50,12204162
2572,OneRepublic,Connection,49,12191153
2573,Lil Nas X,SCOOP,31,12190595
2574,DJ Khaled,How Many Times,119,12178744
2575,A$AP Rocky,L$D,92,12151293
2576,My Chemical Romance,Teenagers,50,12137074
2577,Young Thug,Hop Off A Jet,38,12104162
2578,Blake Shelton,Sangria,118,12099217
2579,Florida Georgia Line,Dirt,133,12096181
2580,K CAMP,Lottery,45,12091137
2581,Kanye West,Stronger,105,12088519
2582,Nicky Jam,X  Remix,44,12073062
2583,Tinashe,2 On,123,12071970
2584,Ed Sheeran,How Would You Feel (Paean),38,12064776
2585,iLoveMemphis,Hit the Quan  Original Version,89,12064583
2586,A$AP Rocky,A$AP Forever,36,12047660
2587,J. Cole,Foldin Clothes,28,12020516
2588,Morgan Wallen,One Thing At A Time,25,12019234
2589,Avicii,The Days,110,12013236
2590,Hozier,Almost (Sweet Music),42,12008673
2591,Justin Bieber,Life Is Worth Living,62,12000970
2592,Daya,New,51,11998637
2593,Migos,Gang Gang,38,11989994
2594,J. Cole,Once an Addict  Interlude,20,11988528
2595,6LACK,Pretty Little Fears,46,11967652
2596,The Weeknd,Scared To Live,24,11965171
2597,Marshmello,Bye Bye,24,11961354
2598,Drake,Keep The Family Close,57,11959579
2599,Old Dominion,No Such Thing as a Broken Heart,67,11955802
2600,Bruno Mars,Versace on the Floor,71,11943547
2601,Future,Jersey,88,11922706
2602,Kanye West,Gold Digger,118,11921565
2603,Who Is Fancy,Boys Like You,100,11909051
2604,SleazyWorld Go,Sleazy Flow,44,11899887
2605,Mustard,Don't Hurt Me,85,11891888
2606,Little Mix,Shout Out to My Ex,46,11884778
2607,The Weeknd,Hardest To Love,24,11884736
2608,Idina Menzel,Baby It's Cold Outside (duet with Michael Bublé),32,11875415
2609,Kanye West,Use This Gospel,19,11872806
2610,One Direction,Infinity,69,11862952
2611,Childish Gambino,Feels Like Summer,35,11824595
2612,Jason Aldean,Got What I Got,52,11815864
2613,J. Cole,t h e . c l i m b . b a c k,21,11815552
2614,Taylor Swift,Call It What You Want,35,11810341
2615,Baby Keem,range brothers,35,11802330
2616,Eric Bellinger,Valet,81,11798671
2617,Drake,Started From the Bottom,171,11780231
2618,Kris Kross Amsterdam,Whenever,41,11779292
2619,Adele,I Drink Wine,21,11769515
2620,Kevin Gates,Time for That,77,11762268
2621,ILLENIUM,Good Things Fall Apart,45,11758923
2622,Eminem,Stepping Stone,23,11757084
2623,Kanye West,Jonah,18,11750141
2624,Lil Uzi Vert,Celebration Station,21,11748014
2625,Young Greatness,Moolah,79,11733222
2626,Darius Rucker,Wagon Wheel,51,11715377
2627,Cardi B,Bickenhead,26,11713224
2628,T.I.,About the Money,145,11710257
2629,Halsey,Hold Me Down,112,11707421
2630,Kendrick Lamar,Purple Hearts,16,11706585
2631,Smokepurpp,123,46,11705800
2632,Florida Georgia Line,Confession,97,11705385
2633,Beyoncé,Partition,150,11702948
2634,Drake,Ratchet Happy Birthday,20,11685762
2635,Katy Perry,Roar,165,11658073
2636,G,Eazy  Random,88,11655599
2637,G,Eazy  Sober,37,11646598
2638,Nicki Minaj,Familia,40,11646004
2639,Drake,Lose You,26,11645849
2640,Trippie Redd,Dark Knight Dummo,47,11629877
2641,Cardi B,Hot Shit,28,11621759
2642,Lil Uzi Vert,Venetia,21,11599839
2643,Takeoff,Last Memory,34,11589691
2644,Taylor Swift,coney island,20,11583987
2645,Drake,Weston Road Flows,54,11577129
2646,Rae Sremmurd,CLOSE,36,11572520
2647,Gunna,SKYBOX,37,11559505
2648,Drake,Yebba’s Heartbreak,18,11558654
2649,Quavo,PASS OUT,23,11547341
2650,Coldplay,Yellow,58,11532272
2651,J. Cole,p u n c h i n ‘ . t h e . c l o c k,16,11511002
2652,Ty Dolla $ign,Campaign,86,11500416
2653,Major Lazer,Trigger,34,11495644
2654,Logic,Overnight,28,11464016
2655,NextYoungin,3 Musketeers,46,11456125
2656,Sarah Cothran,As the World Caves In,49,11449911
2657,Panic! At The Disco,Say Amen (Saturday Night),39,11447718
2658,Russ,HANDSOMER (Remix) (Feat. Ktlyn),39,11443793
2659,24kGoldn,Company,48,11428680
2660,Tove Lo,Stay High  Habits Remix,61,11427797
2661,Robin Schulz,Headlights,93,11422810
2662,YoungBoy Never Broke Again,Hot Now,46,11407896
2663,Tyga,Freaky Deaky,35,11406306
2664,Miley Cyrus,Heart Of Glass (Live from the iHeart Music Festival),41,11398407
2665,Benson Boone,GHOST TOWN,41,11397901
2666,Post Malone,Im Gonna Be,10,11379920
2667,Kylie Minogue,Santa Baby,30,11379290
2668,Big Shaq,Man's Not Hot,49,11375957
2669,21 Savage,Rap Saved Me,35,11371035
2670,4*TOWN (From Disney and Pixar’s Turning Red),Nobody Like U,40,11358002
2671,Ariana Grande,Be Alright,71,11320357
2672,Maluma,HP,46,11307882
2673,Labrinth,Formula,44,11307345
2674,Young Thug,Hercules,88,11305167
2675,Major Lazer,Powerful,90,11303111
2676,Drake,All Me,151,11285570
2677,Taylor Swift,evermore,21,11277665
2678,Why Don't We,I Don't Belong In This Club,42,11228843
2679,Taylor Swift,dorothea,19,11209994
2680,BTS,Black Swan,30,11206182
2681,SZA,Smoking on my Ex Pack,18,11200596
2682,The Backseat Lovers,Kilby Girl,49,11177633
2683,Harry Styles,Cherry,27,11170808
2684,Gunna,thought i was playing,28,11157150
2685,Machine Gun Kelly,Trap Paris,57,11129223
2686,Future,712PM,27,11128834
2687,Drake,Plastic Bag,73,11122656
2688,Lil Wayne,Famous,21,11083175
2689,Kay Starr,The Man with the Bag,26,11071911
2690,Bo Burnham,Look Who’s Inside Again,44,11070508
2691,G,Eazy  Let's Get Lost,100,11060240
2692,Camila Cabello,Easy,35,11047820
2693,Lil Uzi Vert,Bigger Than Life,20,11046510
2694,XXXTENTACION,infinity (888),30,11041478
2695,Taylor Swift,hoax,21,11023937
2696,Shawn Hook,Reminding Me,56,11021570
2697,The Weeknd,Alone Again,21,11019791
2698,Brett Eldredge,Drunk On Your Love,89,11012219
2699,Ariana Grande,safety net,26,11006674
2700,Chris Rea,Driving Home for Christmas  2019 Remaster,30,11004260
2701,Queen,Under Pressure  Remastered,47,10988416
2702,NLE Choppa,Famous Hoes,41,10979047
2703,Lorde,Royals,143,10969460
2704,The Weeknd,Prisoner,63,10966513
2705,Macklemore,Marmalade,47,10936577
2706,Taylor Swift,Death By A Thousand Cuts,22,10934936
2707,Julia Michaels,Jump,47,10931890
2708,Lil Uzi Vert,POP,17,10931175
2709,Doja Cat,Juicy,42,10921989
2710,The 1975,The Sound,84,10915861
2711,JID,Surround Sound,40,10910949
2712,Sam Smith,I’m Ready,28,10890973
2713,Morgan Wallen,This Bar,40,10890870
2714,Bazzi,Focus,35,10871397
2715,A Boogie Wit da Hoodie,Jungle,69,10859496
2716,Vince Guaraldi Trio,Linus And Lucy,28,10850457
2717,Kendrick Lamar,untitled 02 | 06.23.2014.,49,10849389
2718,Anitta,Envolver,40,10838226
2719,Riton,Friday,47,10832638
2720,Kanye West,Heaven and Hell,18,10829822
2721,Kanye West,Pure Souls,20,10793624
2722,Sia,Audio,43,10791355
2723,Justin Bieber,Been You,56,10780657
2724,Lil Wayne,Dark Side Of The Moon,17,10776030
2725,Future,I'm so Groovy,54,10770200
2726,Drake,Skepta Interlude,24,10758257
2727,Tones And I,Never Seen the Rain,43,10755837
2728,SZA,Conceited,18,10753602
2729,Sleepy Hallow,Deep End Freestyle,28,10752006
2730,Lil Tecca,Out Of Love,46,10748864
2731,BTS,DNA,38,10745600
2732,RAYE,Escapism.,24,10733718
2733,Ellie Goulding,Still Falling For You,48,10716377
2734,Nat King Cole,The Christmas Song (Merry Christmas To You)  Remastered 1999,56,10684911
2735,Ed Sheeran,Barcelona,31,10683015
2736,The Weeknd,Less Than Zero,25,10677300
2737,The Chainsmokers,Side Effects,41,10672634
2738,Billy Currington,Don't It,111,10651434
2739,Ed Sheeran,Supermarket Flowers,32,10646530
2740,Eric Church,Record Year,86,10645293
2741,Alok,Hear Me Now,57,10630250
2742,MisterWives,Reflections,151,10618516
2743,The Chainsmokers,Everybody Hates Me,36,10615035
2744,Drake,Since Way Back,26,10610704
2745,Coldplay,Hymn for the Weekend,71,10610578
2746,CKay,love nwantiti,44,10607139
2747,The Weeknd,Too Late,21,10606568
2748,AWOLNATION,Sail,150,10604561
2749,Drake,Fountains,18,10603428
2750,Ariana Grande,nasty,25,10597177
2751,A$AP Ferg,Plain Jane REMIX,40,10579763
2752,Twenty One Pilots,Nico And The Niners,33,10562110
2753,Kanye West,I Thought About Killing You,17,10548658
2754,XXXTENTACION,Save Me,33,10541076
2755,Daddy Yankee,X ÚLTIMA VEZ,39,10539542
2756,KIDS SEE GHOSTS,4th Dimension,21,10535187
2757,Kendrick Lamar,Black Panther,26,10526792
2758,Natti Natasha,Criminal,55,10525473
2759,The Kid LAROI,TELL ME WHY,39,10521748
2760,XXXTENTACION,$$$  with Matt Ox,33,10487523
2761,Billie Eilish,goodbye,30,10487149
2762,Calvin Harris,Heatstroke,42,10477596
2763,Anita Kerr Singers,Jingle Bell Rock,27,10475955
2764,PinkPantheress,Boy's a liar,27,10471117
2765,MARINA,Bubblegum Bitch,46,10469310
2766,Stephen Sanchez,Until I Found You,23,10463586
2767,Meek Mill,Uptown Vibes,30,10459884
2768,Taylor Swift,Lover (Remix),25,10452654
2769,Shawn Mendes,Youth,22,10439870
2770,Shawn Mendes,Youth feat. Khalid,25,10439121
2771,Bryson Tiller,Been That Way,92,10438865
2772,Lil Peep,I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),43,10436513
2773,Taylor Swift,cowboy like me,19,10432873
2774,Vince Staples,Opps,29,10431958
2775,Juice WRLD,Girl Of My Dreams,28,10429348
2776,Shawn Mendes,Nervous,28,10415833
2777,Trippie Redd,Mac 10,36,10407135
2778,Bing Crosby,I'll Be Home For Christmas  Single Version,26,10394004
2779,Dua Lipa,Love Again,47,10379621
2780,Drake,Used To,73,10376229
2781,Calvin Harris,Over Now,26,10364699
2782,Kanye West,Remote Control,17,10364234
2783,Drake,6 Man,76,10343168
2784,Tiësto,Wasted,118,10308797
2785,Taylor Swift,State Of Grace (Taylor's Version),17,10291289
2786,Sara Kays,Remember That Night?,45,10277179
2787,Rihanna,American Oxygen,66,10247664
2788,Nico & Vinz,That's How You Know,84,10207565
2789,Lil Uzi Vert,You Better Move,17,10202028
2790,Hunter Hayes,21,85,10187929
2791,Shawn Mendes,It'll Be Okay,40,10174511
2792,The Weeknd,Ordinary Life,36,10166793
2793,Jeremih,Pass Dat,87,10161932
2794,The Weeknd,How Do I Make You Love Me?,19,10150923
2795,Harry Styles,Sweet Creature,35,10134365
2796,Frank Sinatra,The First Noel  Remastered 1999,30,10133336
2797,Popp Hunna,Adderall (Corvette Corvette)  Remix,38,10131451
2798,The Chainsmokers,You Owe Me,29,10113688
2799,Kanye West,No Mistakes,17,10112521
2800,Tion Wayne,Body (Remix),33,10103363
2801,Tori Kelly,Nobody Love,100,10087151
2802,Takeoff,Casper,31,10081717
2803,Mac Miller,Ladders,29,10081631
2804,Drake,14-Mar,18,10079839
2805,Drake,Final Fantasy,19,10078833
2806,J. Cole,She's Mine Pt. 2,25,10064123
2807,Josh Turner,Hometown Girl,58,10055611
2808,Steve Aoki,Waste It On Me,36,10053287
2809,Juice WRLD,Rockstar In His Prime,26,10050931
2810,Taylor Swift,I Knew You Were Trouble (Taylor's Version),17,10036615
2811,Swae Lee,Won't Be Late,28,10003508
2812,Kelly Clarkson,Heartbeat Song,82,9996717
2813,Justin Bieber,What Do You Mean?  Acoustic,54,9980215
2814,6ix9ine,TROLLZ,28,9979934
2815,Jason Derulo,Wiggle,119,9964779
2816,Ed Sheeran,Afterglow,30,9961532
2817,Montell Fish,Hotel,29,9961390
2818,Luke Combs,Does To Me,40,9958266
2819,Katy Perry,Daisies,37,9951496
2820,Drake,Get Along Better,16,9948750
2821,Bad Bunny,Agosto,27,9933840
2822,J. Cole,h u n g e r . o n . h i l l s i d e,16,9930823
2823,Drake,Views,49,9927962
2824,Twenty One Pilots,My Blood,33,9921331
2825,The Weeknd,Save Your Tears (Remix),40,9920200
2826,Yung Lean,Ginseng Strip 2002,33,9916835
2827,Cardi B,Thru Your Phone,28,9915577
2828,Kendrick Lamar,The Heart Part 5,12,9913441
2829,The Weeknd,Faith,21,9902407
2830,LPB Poody,Batman,44,9882856
2831,Juice WRLD,Feline,26,9876916
2832,Bad Bunny,NI BIEN NI MAL,40,9869073
2833,Bea Miller,feel something,39,9861098
2834,Bad Bunny,Pero Ya No,22,9859922
2835,benny blanco,Bad Decisions,29,9849686
2836,BTS,Life Goes On,22,9847187
2837,Ariana Grande,shut up,21,9842737
2838,Eminem,Those Kinda Nights,20,9842639
2839,The Weeknd,Escape From LA,21,9835674
2840,The Weeknd,Often  Kygo Remix,99,9829526
2841,Post Malone,Wrapped Around Your Finger,21,9827103
2842,State of Sound,Wake Up Where You Are,59,9802713
2843,Mac Miller,Circles,15,9802118
2844,Dean Martin,Rudolph The RedNosed Reindeer,26,9801987
2845,Rick Ross,Gold Roses,25,9797675
2846,The Weeknd,Snowchild,20,9794117
2847,Pop Smoke,Bout A Million,28,9786813
2848,Metro Boomin,Trance,16,9754898
2849,The Weeknd,A Lonely Night,31,9751831
2850,Skylar Grey,Last One Standing,29,9746965
2851,A Boogie Wit da Hoodie,King Of My City,27,9745463
2852,RealestK,WFM,33,9744672
2853,Nicki Minaj,Barbie Tingz,22,9726936
2854,Ed Sheeran,Hearts Don't Break Around Here,28,9719187
2855,Fall Out Boy,The Last Of The Real Ones,44,9714451
2856,Sia,Cheap Thrills,73,9708953
2857,Kanye West,Ok Ok,15,9698824
2858,Lady Gaga,Bloody Mary,26,9698562
2859,A Great Big World,Say Something,140,9694514
2860,Nicki Minaj,MEGATRON,33,9688805
2861,Alan Walker,On My Way,40,9679772
2862,Kane Brown,Memory,35,9675467
2863,James Bay,Hold Back The River,103,9670165
2864,Kanye West,Lift Yourself,27,9667886
2865,Lil Baby,Ready,38,9656011
2866,Lil Uzi Vert,That Way,7,9648997
2867,Luke Bryan,Home Alone Tonight,85,9645746
2868,Tyga,Ayy Macarena,39,9641830
2869,Cardi B,Get Up 10,21,9638995
2870,Yung Gravy,oops!,41,9638963
2871,The Weeknd,Nothing Without You,32,9636155
2872,21 Savage,My Choppa Hate Niggas,32,9634023
2873,Normani,Wild Side,35,9628642
2874,Kid Cudi,She Knows This,16,9624455
2875,Beyoncé,CHURCH GIRL,23,9623001
2876,Metro Boomin,Metro Spider,16,9615205
2877,Dua Lipa,"Swan Song (From the Motion Picture ""Alita: Battle Angel"")",27,9613292
2878,Kid Cudi,The Adventures of Moon Man & Slim Shady,21,9585598
2879,Pitbull,Timber,134,9582736
2880,Sia,Alive,79,9576404
2881,XXXTENTACION,bad vibes forever,27,9567390
2882,Metro Boomin,Around Me,17,9562704
2883,Khalid,Don't Pretend,24,9561937
2884,Enrique Iglesias,Bailando  Spanish Version,134,9560825
2885,Taylor Swift,marjorie,17,9547914
2886,Bruno Mars,Locked Out Of Heaven,143,9535009
2887,Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),146,9505180
2888,Fifth Harmony,BO$$,93,9501796
2889,Trippie Redd,Poles 1469,49,9501411
2890,Drake,Preach,61,9494240
2891,Future,Trap Niggas,83,9490217
2892,Drake,Texts Go Green,14,9486893
2893,MEDUZA,Lose Control,36,9484769
2894,J Balvin,Rojo,36,9482426
2895,Big Sean,Halfway Off The Balcony,35,9479985
2896,Panic! At The Disco,House Of Memories,45,9452447
2897,Big Sean,Sacrifices,34,9450907
2898,Starley,Call On Me  Ryan Riback Remix,26,9447914
2899,Ed Sheeran,Nancy Mulligan,28,9447768
2900,J. Cole,Intro,28,9436962
2901,Rae Sremmurd,No Flex Zone,128,9434089
2902,Eminem,Good Guy,21,9428665
2903,Paul Rosenberg,Paul  Skit,19,9420000
2904,Kanye West,Junya,14,9416936
2905,Bing Crosby,Silver Bells,27,9407431
2906,Diplo,Welcome to the Party,31,9403160
2907,21 Savage,Rich Nigga Shit,22,9401966
2908,A Boogie Wit da Hoodie,Mood Swings,31,9400254
2909,Megan Moroney,Tennessee Orange,35,9400072
2910,Logic,Indica Badu,21,9397500
2911,Kanye West,God Is,15,9397276
2912,Kanye West,No Child Left Behind,17,9384503
2913,N.E.R.D,Lemon,46,9378716
2914,Danny Ocean,Me Rehúso,54,9372773
2915,BRS Kash,Throat Baby (Go Baby),39,9364381
2916,Moneybagg Yo,U Played,33,9362586
2917,Tee Grizzley,Jettski Grizzley,34,9346673
2918,Eminem,You Gon’ Learn,18,9324695
2919,NF,The Search,33,9300054
2920,Eminem,Lose Yourself  Soundtrack Version,146,9295897
2921,Lil Wayne,Dope Niggaz,16,9294845
2922,Conan Gray,Memories,38,9286526
2923,A$AP Rocky,Bad Company,28,9282395
2924,Lady Gaga,Perfect Illusion,35,9281303
2925,Machine Gun Kelly,maybe,23,9258806
2926,Russ,Civil War,37,9255921
2927,Twenty One Pilots,Jumpsuit,26,9251594
2928,Paul McCartney,Wonderful Christmastime  Remastered 2011 / Edited Version,34,9244859
2929,Sabrina Carpenter,Skin,28,9235243
2930,Fousheé,Deep End,39,9224553
2931,Bing Crosby,God Rest Ye Merry Gentlemen,22,9224330
2932,Canaan Smith,Love You Like That,102,9203125
2933,Wiz Khalifa,Ass Drop,130,9197549
2934,Taylor Swift,Message In A Bottle (Taylor's Version) (From The Vault),19,9191385
2935,SZA,Too Late,16,9190926
2936,Young Nudy,EA,36,9188827
2937,Morgan Wallen,Neon Eyes,29,9181860
2938,Mac Miller,Love Lost,28,9181651
2939,Taylor Swift,Afterglow,21,9181531
2940,Tony Bennett,Winter Wonderland,23,9175216
2941,Chris Brown,Undecided,35,9174959
2942,Pop Smoke,Dior,40,9174919
2943,Hozier,From Eden,139,9169153
2944,SZA,Far,16,9165509
2945,Jon Pardi,Last Night Lonely,36,9164030
2946,Cults,Gilded Lily,31,9155390
2947,Young Thug,Livin It Up,29,9142435
2948,Lil Tjay,Beat the Odds,25,9125613
2949,Rascal Flatts,I Like The Sound Of That,72,9121784
2950,Gunna,WUNNA,29,9121113
2951,Kanye West,God Breathed,12,9092969
2952,Taylor Swift,The Very First Night (Taylor's Version) (From The Vault),19,9079618
2953,Huncho Jack,Modern Slavery,29,9078243
2954,Ariana Grande,R.E.M,24,9070815
2955,Lil Peep,Save That Shit,36,9065748
2956,Gunna,One Call,25,9059168
2957,Lauv,Enemies,36,9046579
2958,Lorde,Homemade Dynamite,34,9040472
2959,Kiesza,Hideaway,98,9027690
2960,Queen,Somebody To Love  Remastered 2011,34,9025470
2961,Mike WiLL Made,It  Gucci On My,42,9015377
2962,Michael Bublé,I'll Be Home for Christmas,26,9014169
2963,Kelsea Ballerini,I Quit Drinking,37,9009982
2964,JACKBOYS,WHAT TO DO?,21,9003689
2965,Migos,Modern Day,31,8990783
2966,Kanye West,24,13,8976432
2967,Why Don't We,8 Letters,33,8974863
2968,Zac Brown Band,Loving You Easy,96,8970880
2969,Pop Smoke,Aim For The Moon,26,8964727
2970,Jason Derulo,Goodbye,35,8956733
2971,Mason Ramsey,Famous,18,8938621
2972,Russ,Me You,47,8936046
2973,Jax Jones,You Don't Know Me,41,8931376
2974,Ariana Grande,six thirty,21,8929412
2975,Kanye West,Real Friends,42,8898319
2976,Kanye West,Water,14,8888370
2977,Ed Sheeran,The A Team,132,8885019
2978,Justin Bieber,Children,47,8881891
2979,Tim McGraw,Shotgun Rider,134,8878505
2980,Eric Church,Like A Wrecking Ball,97,8861166
2981,Taylor Swift,22 (Taylor's Version),15,8853734
2982,Ed Sheeran,Remember The Name,20,8842184
2983,Maroon 5,Wait,35,8836722
2984,The Ronettes,Frosty the Snowman,21,8832570
2985,Edison Lighthouse,Love Grows (Where My Rosemary Goes),36,8827139
2986,Lunay,Soltera (Remix),32,8826297
2987,The Weeknd,Shameless,55,8816787
2988,Liana Flores,rises the moon,34,8815796
2989,Justin Bieber,Get Used To It,51,8814143
2990,Metro Boomin,Walk Em Down (Don't Kill Civilians) [with 21 Savage & feat. Mustafa],15,8814007
